Level FolderNum Image TilesX TilesY
20 875158 451560.png 195318.473 2678873.525
20 875158 451561.png 195318.339 2678838.846
20 875158 451562.png 195318.206 2678804.167
20 875158 451563.png 195318.072 2678769.488
20 875158 451564.png 195317.938 2678734.809
20 875158 451565.png 195317.805 2678700.13
20 875158 451566.png 195317.671 2678665.451
20 875158 451567.png 195317.538 2678630.772
20 875158 451568.png 195317.404 2678596.092
20 875158 451569.png 195317.27 2678561.413
20 875158 451570.png 195317.137 2678526.733
20 875158 451571.png 195317.003 2678492.054
20 875158 451572.png 195316.869 2678457.374
20 875158 451573.png 195316.736 2678422.694
20 875158 451574.png 195316.602 2678388.014
20 875158 451575.png 195316.469 2678353.335
20 875158 451576.png 195316.335 2678318.654
20 875158 451577.png 195316.201 2678283.974
20 875158 451578.png 195316.068 2678249.294
20 875158 451579.png 195315.934 2678214.614
20 875158 451580.png 195315.8 2678179.934
20 875158 451581.png 195315.667 2678145.253
20 875158 451582.png 195315.533 2678110.573
20 875158 451583.png 195315.4 2678075.892
20 875158 451584.png 195315.266 2678041.211
20 875158 451585.png 195315.132 2678006.531
20 875158 451586.png 195314.999 2677971.85
20 875158 451587.png 195314.865 2677937.169
20 875158 451588.png 195314.731 2677902.488
20 875158 451589.png 195314.598 2677867.807
20 875159 451505.png 195360.694 2680780.593
20 875159 451506.png 195360.56 2680745.919
20 875159 451507.png 195360.427 2680711.245
20 875159 451508.png 195360.293 2680676.57
20 875159 451509.png 195360.16 2680641.896
20 875159 451510.png 195360.026 2680607.222
20 875159 451511.png 195359.892 2680572.547
20 875159 451512.png 195359.759 2680537.872
20 875159 451513.png 195359.625 2680503.198
20 875159 451514.png 195359.491 2680468.523
20 875159 451515.png 195359.358 2680433.848
20 875159 451516.png 195359.224 2680399.173
20 875159 451517.png 195359.091 2680364.498
20 875159 451518.png 195358.957 2680329.823
20 875159 451519.png 195358.823 2680295.147
20 875159 451520.png 195358.69 2680260.472
20 875159 451521.png 195358.556 2680225.797
20 875159 451522.png 195358.422 2680191.121
20 875159 451523.png 195358.289 2680156.446
20 875159 451524.png 195358.155 2680121.77
20 875159 451525.png 195358.022 2680087.094
20 875159 451526.png 195357.888 2680052.418
20 875159 451527.png 195357.754 2680017.742
20 875159 451528.png 195357.621 2679983.066
20 875159 451529.png 195357.487 2679948.39
20 875159 451530.png 195357.354 2679913.714
20 875159 451531.png 195357.22 2679879.038
20 875159 451532.png 195357.086 2679844.362
20 875159 451533.png 195356.953 2679809.685
20 875159 451534.png 195356.819 2679775.009
20 875159 451535.png 195356.686 2679740.332
20 875159 451536.png 195356.552 2679705.655
20 875159 451537.png 195356.418 2679670.979
20 875159 451538.png 195356.285 2679636.302
20 875159 451539.png 195356.151 2679601.625
20 875159 451540.png 195356.018 2679566.948
20 875159 451541.png 195355.884 2679532.271
20 875159 451542.png 195355.751 2679497.594
20 875159 451543.png 195355.617 2679462.916
20 875159 451544.png 195355.483 2679428.239
20 875159 451545.png 195355.35 2679393.562
20 875159 451546.png 195355.216 2679358.884
20 875159 451547.png 195355.083 2679324.207
20 875159 451548.png 195354.949 2679289.529
20 875159 451549.png 195354.815 2679254.851
20 875159 451550.png 195354.682 2679220.173
20 875159 451551.png 195354.548 2679185.495
20 875159 451552.png 195354.415 2679150.817
20 875159 451553.png 195354.281 2679116.139
20 875159 451554.png 195354.148 2679081.461
20 875159 451555.png 195354.014 2679046.783
20 875159 451556.png 195353.88 2679012.105
20 875159 451557.png 195353.747 2678977.426
20 875159 451558.png 195353.613 2678942.748
20 875159 451559.png 195353.48 2678908.069
20 875159 451560.png 195353.346 2678873.39
20 875159 451561.png 195353.213 2678838.712
20 875159 451562.png 195353.079 2678804.033
20 875159 451563.png 195352.946 2678769.354
20 875159 451564.png 195352.812 2678734.675
20 875159 451565.png 195352.678 2678699.996
20 875159 451566.png 195352.545 2678665.317
20 875159 451567.png 195352.411 2678630.637
20 875159 451568.png 195352.278 2678595.958
20 875159 451569.png 195352.144 2678561.279
20 875159 451570.png 195352.011 2678526.599
20 875159 451571.png 195351.877 2678491.919
